bpolicyc,fec_effec,fec_exp,uso_veh,tipo_veh,edad_asegurado,canal,prima_mensual_uf,deducible,asegurado_es_contratante,sucursal,intermediario,pol_colectiva,asegurado_empresa,contratante_empresa
85-94045-2,2025-10-01 00:00:00.000,2027-04-02 00:00:00.000,Escuela de Conductores,Mini Bus,54,CORREDORES,0.000906561771773641,30,1,Corporate,2969,1,1,1
74-811694-0,2025-12-31 00:00:00.000,2024-05-23 00:00:00.000,Particular,Camioneta,Empresa,CORREDORES,0.0023966671415004,23,1,Banca Seguros,2556,0,1,1
69-636670-0,2025-04-15 00:00:00.000,2027-06-19 00:00:00.000,Escuela de Conductores,Automóvil,30,DEALERS,0.0010958904109589,5,0,Banca Seguros,6953,0,0,1
69-666951-0,2025-08-05 00:00:00.000,2026-08-05 00:00:00.000,Particular,Station Wagon,57,MASIVO,0.0007716894977168,3,0,Valdivia Dealer,4709,0,0,1
111-27298-0,2026-02-09 00:00:00.000,2027-02-09 00:00:00.000,Particular,Automóvil,34,,0.0006439968999733163,8,1,Plus,2746,0,0,0
94-66057-0,2024-01-30 00:00:00.000,2026-01-30 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0012325581395348,3,1,Casa Matriz Santiago Dealer,7883,0,0,0
3-539763-0,2025-03-06 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,49,CORREDORES,0.001793607305936,5,1,Valdivia Dealer,5510,0,0,0
69-532346-0,2024-07-12 00:00:00.000,2025-07-12 00:00:00.000,Particular,Automóvil,53,MASIVO,0.001104109589041,8,0,Valdivia Dealer,2457,0,0,1
74-725496-0,2025-04-15 00:00:00.000,2025-08-09 00:00:00.000,Particular,Station Wagon,30,DIRECTO,0.0008675799086757,5,1,HDI.CL,1080,0,0,0
95-363118-0,2024-09-30 00:00:00.000,2024-05-23 00:00:00.000,Particular,Camioneta,51,DEALERS,0.0057607305936073,5,1,Casa Matriz Santiago Dealer,8518,0,0,0
85-87675-0,2025-03-14 00:00:00.000,2026-03-14 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,CORREDORES,0.0013997677175042605,5,1,Partners,5036,0,1,1
69-724178-0,2026-01-14 00:00:00.000,2024-05-23 00:00:00.000,Particular,Furgón,54,MASIVO,0.0011698961582314897,0,0,CM Presto,2876,0,0,1
3-496266-0,2024-04-17 00:00:00.000,2025-01-15 00:00:00.000,Otros usos comerciales distint,Mini Bus,Empresa,CORREDORES,0.0041855921855921,0,1,Antofagasta,6331,0,1,1
69-728736-0,2026-01-26 00:00:00.000,2028-01-26 00:00:00.000,Particular,Station Wagon,54,MASIVO,0.0011570776255707,5,0,CM Falabella,1084,0,0,1
3-582894-0,2025-12-16 00:00:00.000,2024-05-23 00:00:00.000,Otros usos comerciales distint,Station Wagon,Empresa,CORREDORES,0.0012365296803652,0,1,Advance,5026,0,1,1
74-811694-0,2025-06-30 00:00:00.000,2026-06-30 00:00:00.000,Particular,Mini Bus,54,MASIVO,0.0012602739726027,0,0,CM Cencosud,5559,0,0,1
74-757776-0,2025-01-17 00:00:00.000,2027-01-17 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0010826484018264,10,1,HDI.CL,1080,0,0,0
74-811694-0,2024-01-30 00:00:00.000,2025-01-30 00:00:00.000,Particular,Mini Bus,59,DEALERS,0.0009107468123861,-6,1,HDI Santiago,6344,0,0,0
114-1723-0,2025-01-12 00:00:00.000,2026-01-12 00:00:00.000,Particular,Station Wagon,35,DEALERS,0.0015470319634703,3,1,Valdivia Dealer,2206,0,0,0
74-811694-0,2024-01-10 00:00:00.000,2026-01-10 00:00:00.000,Particular,Camioneta,54,DEALERS,0.003829457364341,5,1,Valdivia Dealer,6322,0,0,0
74-811694-0,2024-03-17 00:00:00.000,2025-03-17 00:00:00.000,Particular,Automóvil,68,CORREDORES,0.0005031963470319,0,0,La Serena,6326,0,0,0
90-402938-0,2024-04-04 00:00:00.000,2025-04-04 00:00:00.000,Particular,Station Wagon,52,DEALERS,0.0015754017481451827,5,1,Casa Matriz Santiago Dealer,8579,0,0,0
96-566861-0,2025-12-29 00:00:00.000,2027-12-29 00:00:00.000,Particular,Station Wagon,33,DEALERS,0.0010625570776255,5,1,Valdivia Dealer,7381,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2025-05-31 00:00:00.000,Particular,Station Wagon,54,,0.001296803652968,14,1,BancoEstado,6872,0,0,0
114-9254-0,2025-07-13 00:00:00.000,2026-07-13 00:00:00.000,Particular,Mini Bus,43,DEALERS,0.0006135593920757724,3,1,Casa Matriz Santiago Dealer,8650,0,0,0
96-476243-0,2024-08-27 00:00:00.000,2026-08-27 00:00:00.000,Otros usos comerciales distint,Furgón,Empresa,DEALERS,0.0014328767123287,24,0,Vina del Mar Dealer,8293,0,1,0
74-811694-0,2024-12-05 00:00:00.000,2025-12-05 00:00:00.000,Particular,Automóvil,44,DEALERS,0.001104109589041,21,1,Casa Matriz Santiago Dealer,8532,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2026-11-10 00:00:00.000,Particular,Automóvil,42,DEALERS,0.001220950198031714,10,1,Casa Matriz Santiago Dealer,2206,0,0,0
74-811694-0,2025-03-03 00:00:00.000,2026-03-03 00:00:00.000,Particular,Station Wagon,44,,0.0016388272146118,0,0,BancoEstado,6872,0,0,0
85-79961-0,2024-09-17 00:00:00.000,2025-09-17 00:00:00.000,Comercial,Camión,Empresa,CORREDORES,0.0017022831050228,12,1,Valdivia Dealer,7044,0,1,1
69-700779-0,2025-11-10 00:00:00.000,2026-11-10 00:00:00.000,Particular,Station Wagon,35,MASIVO,0.0013079634963788281,3,0,CM Falabella,2457,0,0,1
114-19251-0,2025-04-15 00:00:00.000,2026-12-02 00:00:00.000,Particular,Station Wagon,42,DEALERS,0.003966651124324318,12,1,Casa Matriz Santiago Dealer,8650,0,0,0
83-104345-0,2025-06-01 00:00:00.000,2026-06-01 00:00:00.000,Otros usos comerciales distint,Camión,Empresa,DEALERS,0.0002020182648401,0,0,BancoEstado,6978,0,1,1
69-489855-0,2023-12-21 00:00:00.000,2024-12-21 00:00:00.000,Particular,Mini Bus,54,MASIVO,0.0014016393442622,5,0,Valdivia Dealer,2457,0,0,1
69-666104-0,2025-08-16 00:00:00.000,2026-08-16 00:00:00.000,Particular,Mini Bus,57,MASIVO,-2.8329012456583405e-05,5,0,Valdivia Dealer,2457,0,0,1
69-514631-0,2024-04-17 00:00:00.000,2025-04-17 00:00:00.000,Particular,Automóvil,31,DEALERS,0.001183772171077018,-4,0,CM Ripley,2850,0,0,1
113-5202-0,2025-04-15 00:00:00.000,2027-01-31 00:00:00.000,Escuela de Conductores,Chasis Combinado,69,CORREDORES,0.0034136986301369,16,1,HDI Club,6337,0,0,0
74-697910-0,2024-04-13 00:00:00.000,2025-04-13 00:00:00.000,Particular,Station Wagon,54,DIRECTO,0.0009908675799086,23,0,HDI.CL,618,0,0,0
74-811694-0,2025-12-17 00:00:00.000,2026-12-17 00:00:00.000,Escuela de Conductores,Automóvil,54,DEALERS,0.0009123287671232,3,1,Kontakto,4487,0,0,0
90-422173-0,2024-09-15 00:00:00.000,2025-09-15 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0012146118721461,10,1,Casa Matriz Santiago Dealer,8579,0,0,0
96-496091-0,2024-12-16 00:00:00.000,2026-12-16 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0011922374429223,3,1,Concepcion Dealer,8650,0,0,0
3-508404-0,2024-05-27 00:00:00.000,2027-08-01 00:00:00.000,Comercial,Mini Bus,Empresa,DEALERS,9.13006029285e-05,0,0,Valdivia Dealer,2634,0,1,1
94-87698-0,2026-01-03 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.002126041346005774,10,0,Casa Matriz Santiago Dealer,7883,0,0,0
3-492198-316,2024-02-14 00:00:00.000,2025-02-14 00:00:00.000,Comercial,Station Wagon,Empresa,CORREDORES,0.0010673952641165,-13,1,Corporate,2978,1,1,1
116-46667-0,2025-04-15 00:00:00.000,2026-12-07 00:00:00.000,Particular,Mini Bus,51,MASIVO,0.0015707762557077,5,0,CM Falabella,2457,0,0,1
74-811694-0,2025-07-07 00:00:00.000,2026-07-07 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0006200913242009,0,1,Casa Matriz Santiago Dealer,8647,0,0,0
94-71372-0,2024-07-31 00:00:00.000,2026-07-31 00:00:00.000,Particular,Mini Bus,50,DEALERS,0.002648985083756574,3,1,Casa Matriz Santiago Dealer,7883,0,0,0
85-67387-1,2024-01-20 00:00:00.000,2025-01-20 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,CORREDORES,0.0003825136612021,0,1,Rancagua,5479,1,1,1
94-75056-0,2025-04-15 00:00:00.000,2026-12-03 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0010392694063926,23,0,Casa Matriz Santiago Dealer,7205,0,0,0
74-811694-0,2026-03-03 00:00:00.000,2028-03-03 00:00:00.000,Particular,Automóvil,44,DEALERS,0.0009703602371181,5,1,Copiapo Dealer,8650,0,0,0
96-506700-0,2025-02-17 00:00:00.000,2026-02-17 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0037196347031963,50,1,Casa Matriz Santiago Dealer,8650,0,0,0
115-8673-0,2025-04-15 00:00:00.000,2026-09-13 00:00:00.000,Comercial,Camioneta,54,CORREDORES,0.0014611872146118,0,0,Banca Seguros,2556,0,0,1
69-514629-0,2024-04-17 00:00:00.000,2025-04-17 00:00:00.000,Particular,Automóvil,54,MASIVO,0.0007991647313343202,5,0,CM Ripley,2850,0,0,1
69-714111-0,2025-04-15 00:00:00.000,2027-12-05 00:00:00.000,Escuela de Conductores,Camioneta,65,DEALERS,0.000642331503467629,0,0,Banca Seguros,6953,0,0,1
3-475448-0,2025-04-15 00:00:00.000,2024-12-29 00:00:00.000,Particular,Station Wagon,54,CORREDORES,0.0017352958518026484,5,1,Concepción,8391,0,0,0
69-729856-0,2025-04-15 00:00:00.000,2028-01-31 00:00:00.000,Escuela de Conductores,Mini Bus,49,MASIVO,0.0017470599335635791,5,0,CM Falabella,-862,0,0,1
3-529447-0,2024-12-20 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Furgón,65,CORREDORES,0.0016648401826484,3,1,HDI Club,6041,0,0,0
3-540106-495,2025-03-27 00:00:00.000,2026-02-14 00:00:00.000,Escuela de Conductores,Automóvil,Empresa,CORREDORES,0.0008549382716049,0,0,Corporate,2978,1,1,1
69-727771-0,2025-04-15 00:00:00.000,2027-02-05 00:00:00.000,Escuela de Conductores,Camioneta,36,MASIVO,0.0015826484018264,5,0,CM Compara Online,5336,0,0,1
116-5912-0,2025-09-09 00:00:00.000,2026-09-09 00:00:00.000,Particular,Mini Bus,54,MASIVO,0.0024885844748858,-7,0,CM Falabella,2457,0,0,1
69-636329-0,2025-06-26 00:00:00.000,2028-06-26 00:00:00.000,Particular,Mini Bus,32,CORREDORES,0.001022884754072351,10,1,Banca Seguros,2446,0,0,0
74-830568-0,2026-02-05 00:00:00.000,2027-02-05 00:00:00.000,Particular,Automóvil,74,DIRECTO,0.001561986225213713,3,1,HDI.CL,8414,0,0,0
74-811694-0,2024-09-26 00:00:00.000,2025-09-26 00:00:00.000,Particular,Mini Bus,54,CORREDORES,0.0006630136986301,0,1,HDI Club,2997,0,0,0
74-773077-0,2025-04-06 00:00:00.000,2026-04-06 00:00:00.000,Particular,Automóvil,35,DIRECTO,0.0029446858543876113,5,1,HDI.CL,1080,0,0,0
95-404146-0,2025-04-15 00:00:00.000,2026-11-22 00:00:00.000,Particular,Station Wagon,32,DEALERS,0.001096803652968,0,1,Casa Matriz Santiago Dealer,5726,0,0,0
3-491980-46,2025-04-15 00:00:00.000,2025-02-14 00:00:00.000,Comercial,Automóvil,Empresa,CORREDORES,0.000731329690346,-7,1,Corporate,2978,1,1,1
94-75924-0,2025-01-07 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,66,DEALERS,0.0008878436621595036,-4,1,Casa Matriz Santiago Dealer,7883,0,0,0
69-656203-0,2025-08-08 00:00:00.000,2026-08-08 00:00:00.000,Particular,Station Wagon,63,MASIVO,0.0014727491545330068,0,0,CM Falabella,2457,0,0,1
74-811694-0,2025-07-23 00:00:00.000,2026-07-23 00:00:00.000,Comercial,Semi Remolque,Empresa,CORREDORES,0.0006757990867579,-17,1,HDI Club,6766,1,1,1
96-504686-0,2025-04-15 00:00:00.000,2026-02-17 00:00:00.000,Escuela de Conductores,Station Wagon,47,DEALERS,0.0019269406392694,8,1,Casa Matriz Santiago Dealer,8650,0,0,0
90-485303-0,2025-04-15 00:00:00.000,2028-01-19 00:00:00.000,Particular,Station Wagon,33,DEALERS,0.0013675799086757,-2,1,Chillan Dealer,8599,0,0,0
74-729908-0,2024-09-08 01:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,37,DIRECTO,0.0016442188958360957,10,1,HDI.CL,1080,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2026-10-07 00:00:00.000,Particular,Station Wagon,59,MASIVO,0.0009762557077625,5,0,CM Compara Online,5935,0,0,1
69-645913-0,2025-07-03 00:00:00.000,2027-07-03 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.00114200913242,3,0,Banca Seguros,6953,0,0,1
74-763876-0,2025-02-13 00:00:00.000,2026-02-13 00:00:00.000,Comercial,Camioneta,Empresa,,0.0003205479452054,5,1,Plus,6027,0,1,1
95-364087-0,2024-09-30 00:00:00.000,2025-09-30 00:00:00.000,Escuela de Conductores,Automóvil,39,DEALERS,0.0015617097709472918,10,1,Casa Matriz Santiago Dealer,5914,0,0,0
83-110148-0,2025-09-23 00:00:00.000,2026-09-23 00:00:00.000,Particular,Station Wagon,54,,-0.00021860283759991426,5,1,BancoEstado,6872,0,0,0
85-89829-912,2025-05-31 00:00:00.000,2027-05-31 00:00:00.000,Comercial,Bus,Empresa,CORREDORES,0.0002922374429223,0,0,Corporate,2639,1,1,1
95-385789-0,2025-04-15 00:00:00.000,2026-05-05 00:00:00.000,Particular,Station Wagon,73,DEALERS,0.0015384904710579188,10,1,Casa Matriz Santiago Dealer,8676,0,0,0
74-811694-0,2025-09-30 00:00:00.000,2027-09-30 00:00:00.000,Transporte de Carga,Semi Remolque,Empresa,CORREDORES,0.0020172450651546356,0,1,Valdivia Dealer,8747,1,1,1
85-84127-8,2025-04-15 00:00:00.000,2025-12-28 00:00:00.000,Comercial,Camión,54,CORREDORES,0.0042803652968036,5,1,HDI Santiago,8177,1,1,1
116-44576-0,2025-12-17 00:00:00.000,2026-12-17 00:00:00.000,Particular,Station Wagon,41,MASIVO,0.0010635733902814408,0,0,Valdivia Dealer,5336,0,0,1
74-683067-0,2025-04-15 00:00:00.000,2025-01-24 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,DIRECTO,0.0023615664845173,10,0,HDI.CL,1080,0,1,0
74-811694-0,2024-04-19 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,26,,0.0016593607305936,10,1,BancoEstado,6872,0,0,0
74-764319-0,2025-02-19 00:00:00.000,2027-02-19 00:00:00.000,Escuela de Conductores,Station Wagon,35,DEALERS,0.0016,5,1,HDI.CL,1080,0,0,0
74-813442-0,2025-11-07 00:00:00.000,2026-11-07 00:00:00.000,Particular,Station Wagon,63,DIRECTO,0.0013522558443882795,3,0,Valdivia Dealer,1080,0,0,0
96-563222-0,2025-11-29 00:00:00.000,2027-11-29 00:00:00.000,Particular,Station Wagon,51,DEALERS,0.0008762557077625,10,1,Vina del Mar Dealer,8650,0,0,0
96-437184-0,2024-01-14 00:00:00.000,2025-01-14 00:00:00.000,Particular,Station Wagon,35,DEALERS,0.0016930783242258,10,0,Valdivia Dealer,8292,0,0,0
95-393783-0,2025-04-15 00:00:00.000,2026-08-16 00:00:00.000,Particular,Station Wagon,64,DEALERS,0.0013114155251141,3,1,Casa Matriz Santiago Dealer,8676,0,0,0
114-17695-0,2024-12-16 00:00:00.000,2025-12-16 00:00:00.000,Escuela de Conductores,Mini Bus,51,DEALERS,0.0026022084693960034,12,1,Casa Matriz Santiago Dealer,8650,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2025-01-08 00:00:00.000,Escuela de Conductores,Semi Remolque,Empresa,CORREDORES,0.000455373406193,0,1,Viña del Mar,2229,1,1,1
96-557756-0,2025-11-06 00:00:00.000,2027-11-06 00:00:00.000,Escuela de Conductores,Station Wagon,54,DEALERS,0.0012885844748858,-1,1,Casa Matriz Santiago Dealer,8702,0,0,0
69-675225-0,2025-08-29 00:00:00.000,2026-08-29 00:00:00.000,Particular,Automóvil,51,MASIVO,0.0021159817351598,0,0,Valdivia Dealer,2457,0,0,1
74-811694-0,2025-05-12 00:00:00.000,2026-05-12 00:00:00.000,Particular,Automóvil,55,DEALERS,0.0017744292237442,5,0,Vina del Mar Dealer,8451,0,0,0
74-811694-0,2025-06-01 00:00:00.000,2026-06-01 00:00:00.000,Particular,Station Wagon,69,DEALERS,0.0024986301369863,3,1,Casa Matriz Santiago Dealer,8579,0,0,0
69-744663-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,92,MASIVO,0.0008566210045662,5,0,CM Compara Online,5300,0,0,0
3-526020-27,2025-05-06 00:00:00.000,2025-11-15 00:00:00.000,Comercial,Bus,Empresa,CORREDORES,0.0019343696027633,0,1,Talca,6154,1,1,1
95-376601-0,2025-01-03 00:00:00.000,2026-01-03 00:00:00.000,Particular,Station Wagon,Empresa,DEALERS,0.0018095563938067796,10,1,Casa Matriz Santiago Dealer,5919,0,1,1
114-3563-0,2025-02-15 00:00:00.000,2026-02-15 00:00:00.000,Otros usos comerciales distint,Automóvil,70,DEALERS,0.0006812785388127,0,1,Casa Matriz Santiago Dealer,1208,0,0,0
3-540106-1001,2025-04-15 00:00:00.000,2026-02-14 00:00:00.000,Escuela de Conductores,Station Wagon,Empresa,DEALERS,-0.0003749795600814772,0,1,Corporate,2978,1,1,1
3-531441-0,2025-01-06 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,37,,0.000998472728626517,3,1,Kontakto,6391,0,0,0
74-811694-0,2024-06-30 00:00:00.000,2025-06-30 00:00:00.000,Particular,Station Wagon,Empresa,DEALERS,0.0028392694063926,2,1,Corporate,2464,0,1,1
74-762548-6,2025-04-15 00:00:00.000,2026-02-28 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,,0.0026821917808219,10,1,Plus,7591,1,1,1
94-75888-0,2025-01-03 00:00:00.000,2027-01-03 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0010630136986301,5,1,Casa Matriz Santiago Dealer,7883,0,0,0
90-481944-0,2025-12-24 00:00:00.000,2027-12-24 00:00:00.000,Particular,Station Wagon,36,DEALERS,0.0009479452054794,5,1,Casa Matriz Santiago Dealer,8505,0,0,0
74-705159-0,2024-05-27 00:00:00.000,2025-05-27 00:00:00.000,Particular,Station Wagon,41,CORREDORES,0.0013607305936073,5,1,Banca Seguros,2556,0,0,0
85-91091-1,2025-07-14 00:00:00.000,2026-07-14 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,DEALERS,0.0024584474885844,-2,1,Concepción,5548,1,1,1
69-689347-0,2025-10-08 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,38,DEALERS,0.0010027397260273,3,0,CM Falabella,2457,0,0,1
3-548839-0,2025-06-19 00:00:00.000,2026-06-19 00:00:00.000,Escuela de Conductores,Camioneta,78,CORREDORES,0.0023587649448238534,3,1,HDI Club,6334,0,0,0
74-811694-0,2025-07-24 00:00:00.000,2028-07-24 00:00:00.000,Particular,Station Wagon,49,CORREDORES,0.0054726277372262,3,1,Valdivia Dealer,2446,0,0,0
90-386196-0,2025-04-15 00:00:00.000,2024-12-29 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0012777777777777,10,1,Casa Matriz Santiago Dealer,11065,0,0,0
74-811694-0,2024-08-17 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,54,DIRECTO,0.0039570776255707,3,1,HDI.CL,1634,0,0,0
96-441918-0,2024-02-18 00:00:00.000,2025-02-18 00:00:00.000,Particular,Station Wagon,56,DEALERS,0.0010418943533697,10,0,Casa Matriz Santiago Dealer,9962,0,0,0
96-571548-0,2026-01-14 00:00:00.000,2027-01-14 00:00:00.000,Particular,Jeep,42,DEALERS,0.0009287671232876,3,1,Casa Matriz Santiago Dealer,8650,0,0,0
90-391067-0,2024-01-18 00:00:00.000,2025-01-18 00:00:00.000,Particular,Station Wagon,41,DEALERS,0.003483606557377,3,1,Casa Matriz Santiago Dealer,8579,0,0,0
3-503976-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Camioneta,Empresa,CORREDORES,0.007201932699752483,10,1,HDI Santiago,2936,0,1,1
69-490932-0,2024-01-22 00:00:00.000,2025-01-22 00:00:00.000,Otros usos comerciales distint,Mini Bus,54,DEALERS,0.0011930783242258,5,0,CM Falabella,2457,0,0,1
74-811694-0,2023-12-21 00:00:00.000,2024-12-21 00:00:00.000,Particular,Mini Bus,39,DEALERS,0.0016220400728597,3,1,Casa Matriz Santiago Dealer,4941,0,0,0
74-707471-0,2025-04-15 00:00:00.000,2025-05-26 00:00:00.000,Escuela de Conductores,Station Wagon,30,CORREDORES,0.0009305936073059,0,1,Temuco,5636,0,0,0
74-795375-0,2025-08-29 00:00:00.000,2026-08-29 00:00:00.000,Particular,Mini Bus,54,DIRECTO,0.0013963470319634,10,1,HDI.CL,1080,0,0,0
83-83350-0,2024-12-01 00:00:00.000,2025-12-01 00:00:00.000,Otros usos comerciales distint,Chasis Combinado,Empresa,DEALERS,-0.0003727723984229656,0,0,BancoEstado,6978,0,1,1
74-774692-0,2025-04-15 00:00:00.000,2026-04-13 00:00:00.000,Transporte de Carga,Mini Bus,Empresa,,0.0002843281278538,0,1,Valdivia Dealer,5976,0,1,1
90-396637-0,2024-02-05 00:00:00.000,2026-02-05 00:00:00.000,Escuela de Conductores,Camioneta,54,DEALERS,0.0038248974008207,10,1,Valdivia Dealer,8568,0,0,0
93-81965-0,2025-03-10 00:00:00.000,2026-03-10 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0014914346995471466,6,1,Casa Matriz Santiago Dealer,8511,0,0,0
33-45482-104,2026-01-29 00:00:00.000,2026-10-28 00:00:00.000,Comercial,Moto,Empresa,CORREDORES,0.0002916666666666,0,1,La Serena,6070,1,1,1
74-835767-0,2025-04-15 00:00:00.000,2027-02-24 00:00:00.000,Particular,Station Wagon,51,CORREDORES,0.0008739726027397,10,1,Banca Seguros,2556,0,0,0
91-70217-0,2024-06-27 00:00:00.000,2025-06-27 00:00:00.000,Otros usos comerciales distint,Automóvil,Empresa,DEALERS,0.001648401826484,5,1,Casa Matriz Santiago Dealer,8557,0,1,1
114-9595-0,2025-07-20 00:00:00.000,2026-07-20 00:00:00.000,Particular,Station Wagon,60,DEALERS,9.22374429223e-05,10,1,Casa Matriz Santiago Dealer,2206,0,0,0
74-811694-0,2026-03-11 00:00:00.000,2027-03-11 00:00:00.000,Particular,Mini Bus,68,DEALERS,0.0008429223744292,5,1,Viña del Mar,3005,0,0,0
94-70265-0,2024-07-28 00:00:00.000,2025-07-28 00:00:00.000,Particular,Station Wagon,47,DEALERS,0.0024904109589041,5,1,Valdivia Dealer,7883,0,0,0
69-521731-0,2025-04-15 00:00:00.000,2025-03-31 00:00:00.000,Particular,Mini Bus,63,CORREDORES,0.0023488584474885,10,1,Banca Seguros,2082,0,0,0
90-411262-0,2024-06-29 00:00:00.000,2025-06-29 00:00:00.000,Otros usos comerciales distint,Mini Bus,Empresa,DEALERS,0.0032009132420091,5,1,Casa Matriz Santiago Dealer,8579,0,1,1
74-717221-0,2024-07-30 00:00:00.000,2025-07-30 00:00:00.000,Escuela de Conductores,Automóvil,47,DEALERS,0.0017061369863013,3,1,HDI.CL,1080,0,0,0
3-503749-0,2025-04-15 00:00:00.000,2025-06-23 00:00:00.000,Particular,Mini Bus,Empresa,CORREDORES,0.0013534866409436852,5,1,Valdivia Dealer,6174,0,1,1
74-811694-0,2025-04-15 00:00:00.000,2027-09-30 00:00:00.000,Comercial,Tracto Camión,Empresa,CORREDORES,0.0015753424657534,0,1,Partners,6609,1,1,1
69-577169-0,2024-12-02 00:00:00.000,2025-12-02 00:00:00.000,Escuela de Conductores,Station Wagon,54,DEALERS,0.0013985128378196097,3,0,CM Compara Online,5336,0,0,1
74-770679-0,2025-03-22 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,54,DIRECTO,0.0013639269406392,10,1,HDI.CL,1080,0,0,0
95-376554-0,2025-01-02 00:00:00.000,2024-05-23 00:00:00.000,Particular,Jeep,45,DEALERS,0.0016117935159817,11,1,Casa Matriz Santiago Dealer,6097,0,0,0
74-748539-0,2024-12-30 00:00:00.000,2025-12-30 00:00:00.000,Particular,Automóvil,60,DIRECTO,0.0014867579908675,5,1,HDI.CL,8883,0,0,0
74-731963-0,2024-09-03 00:00:00.000,2025-09-03 00:00:00.000,Particular,Station Wagon,41,DIRECTO,0.0012858447488584,5,1,Valdivia Dealer,5861,0,0,0
3-525669-0,2024-11-15 00:00:00.000,2025-11-15 00:00:00.000,Particular,Mini Bus,Empresa,CORREDORES,0.0030410958904109,13,1,HDI Santiago,6027,0,1,1
3-578556-0,2025-12-02 00:00:00.000,2026-12-02 00:00:00.000,Particular,Automóvil,65,DEALERS,0.0015495282601588976,10,1,Kontakto,3454,0,0,0
96-476735-0,2024-09-01 00:00:00.000,2025-09-01 00:00:00.000,Escuela de Conductores,Station Wagon,54,DEALERS,0.0014593607305936,-16,1,Casa Matriz Santiago Dealer,8650,0,0,0
90-455868-0,2025-05-28 00:00:00.000,2027-05-28 00:00:00.000,Comercial,Furgón,28,DEALERS,0.001853292109399256,10,0,Rancagua Dealer,10947,0,0,0
74-779452-0,2025-05-15 00:00:00.000,2026-05-15 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0008776255707762,0,1,Valdivia Dealer,1080,0,0,0
90-438537-0,2025-01-26 00:00:00.000,2026-01-26 00:00:00.000,Escuela de Conductores,Station Wagon,59,DEALERS,0.0024383561643835,5,1,Casa Matriz Santiago Dealer,8579,0,0,0
116-12450-0,2025-01-07 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,66,DEALERS,0.0015835616438356,0,0,CM Falabella,4761,0,0,1
110-1008-6227,2025-08-24 00:00:00.000,2026-08-24 00:00:00.000,Comercial,Mini Bus,54,CORREDORES,0.0007013698630136,0,0,Partners,5072,1,1,1
96-496274-0,2025-04-15 00:00:00.000,2026-12-18 00:00:00.000,Particular,Mini Bus,28,DEALERS,0.0017474885844748,10,1,Casa Matriz Santiago Dealer,8650,0,0,0
115-5816-0,2025-03-07 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Camioneta,Empresa,CORREDORES,0.0019521665821489523,0,1,Banca Seguros,2556,0,1,1
96-448459-0,2024-03-30 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,87,DEALERS,0.0017826484018264,3,1,Valdivia Dealer,1721,0,0,0
95-350399-0,2024-04-30 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0024639269406392,10,1,Valdivia Dealer,8521,0,0,0
96-543764-0,2025-09-15 00:00:00.000,2026-09-15 00:00:00.000,Particular,Station Wagon,60,DEALERS,0.001848401826484,10,1,Valdivia Dealer,8650,0,0,0
69-526321-0,2024-06-10 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,MASIVO,0.0012237442922374,3,0,Valdivia Dealer,2850,0,0,1
